Date,High,Low,Open,Close,Volume,Adj Close
2018-09-27,226.44000244140625,223.5399932861328,223.82000732421875,224.9499969482422,30181200.0,223.2105255126953
2018-09-28,225.83999633789062,224.02000427246094,224.7899932861328,225.74000549316406,22929400.0,223.9944305419922
2018-10-01,229.4199981689453,226.35000610351562,227.9499969482422,227.25999450683594,23600800.0,225.50267028808594
2018-10-02,230.0,226.6300048828125,227.25,229.27999877929688,24788200.0,227.50704956054688
2018-10-03,233.47000122070312,229.77999877929688,230.0500030517578,232.07000732421875,28654800.0,230.27548217773438
2018-10-04,232.35000610351562,226.72999572753906,230.77999877929688,227.99000549316406,32042000.0,226.22703552246094
2018-10-05,228.41000366210938,220.5800018310547,227.9600067138672,224.2899932861328,33580500.0,222.55563354492188
2018-10-08,224.8000030517578,220.1999969482422,222.2100067138672,223.77000427246094,29663900.0,222.03965759277344
2018-10-09,227.27000427246094,222.25,223.63999938964844,226.8699951171875,26891000.0,225.1156768798828
2018-10-10,226.35000610351562,216.0500030517578,225.4600067138672,216.36000061035156,41990600.0,214.6869659423828
2018-10-11,219.5,212.32000732421875,214.52000427246094,214.4499969482422,53124400.0,212.79171752929688
2018-10-12,222.8800048828125,216.83999633789062,220.4199981689453,222.11000061035156,40337900.0,220.3925018310547
2018-10-15,221.8300018310547,217.27000427246094,221.16000366210938,217.36000061035156,30791000.0,215.67922973632812
2018-10-16,222.99000549316406,216.75999450683594,218.92999267578125,222.14999389648438,29184000.0,220.4321746826172
2018-10-17,222.63999938964844,219.33999633789062,222.3000030517578,221.19000244140625,22885400.0,219.4796142578125
2018-10-18,219.74000549316406,213.0,217.86000061035156,216.02000427246094,32581300.0,214.34957885742188
2018-10-19,221.25999450683594,217.42999267578125,218.05999755859375,219.30999755859375,33078700.0,217.61415100097656
2018-10-22,223.36000061035156,218.94000244140625,219.7899932861328,220.64999389648438,28792100.0,218.9437713623047
2018-10-23,223.25,214.6999969482422,215.8300018310547,222.72999572753906,38767800.0,221.0076904296875
2018-10-24,224.22999572753906,214.5399932861328,222.60000610351562,215.08999633789062,40925500.0,213.42677307128906
2018-10-25,221.3800048828125,216.75,217.7100067138672,219.8000030517578,29855800.0,218.10035705566406
2018-10-26,220.19000244140625,212.6699981689453,215.89999389648438,216.3000030517578,47258400.0,214.62741088867188
2018-10-29,219.69000244140625,206.08999633789062,219.19000244140625,212.24000549316406,45935500.0,210.5988311767578
2018-10-30,215.17999267578125,209.27000427246094,211.14999389648438,213.3000030517578,36660000.0,211.65061950683594
2018-10-31,220.4499969482422,216.6199951171875,216.8800048828125,218.86000061035156,38358900.0,217.16761779785156
