Date,High,Low,Open,Close,Volume,Adj Close
2019-02-11,171.2100067138672,169.25,171.0500030517578,169.42999267578125,20993400.0,169.42999267578125
2019-02-12,171.0,169.6999969482422,170.10000610351562,170.88999938964844,22283500.0,170.88999938964844
2019-02-13,172.47999572753906,169.9199981689453,171.38999938964844,170.17999267578125,22490200.0,170.17999267578125
2019-02-14,171.25999450683594,169.3800048828125,169.7100067138672,170.8000030517578,21835700.0,170.8000030517578
2019-02-15,171.6999969482422,169.75,171.25,170.4199981689453,24626800.0,170.4199981689453
2019-02-19,171.44000244140625,169.49000549316406,169.7100067138672,170.92999267578125,18972800.0,170.92999267578125
2019-02-20,173.32000732421875,170.99000549316406,171.19000244140625,172.02999877929688,26114400.0,172.02999877929688
2019-02-21,172.3699951171875,170.3000030517578,171.8000030517578,171.05999755859375,17249700.0,171.05999755859375
2019-02-22,173.0,171.3800048828125,171.5800018310547,172.97000122070312,18913200.0,172.97000122070312
2019-02-25,175.8699951171875,173.9499969482422,174.16000366210938,174.22999572753906,21873400.0,174.22999572753906
2019-02-26,175.3000030517578,173.1699981689453,173.7100067138672,174.3300018310547,17070200.0,174.3300018310547
2019-02-27,175.0,172.72999572753906,173.2100067138672,174.8699951171875,27835400.0,174.8699951171875
2019-02-28,174.91000366210938,172.9199981689453,174.32000732421875,173.14999389648438,28215400.0,173.14999389648438
2019-03-01,175.14999389648438,172.88999938964844,174.27999877929688,174.97000122070312,25886200.0,174.97000122070312
2019-03-04,177.75,173.97000122070312,175.69000244140625,175.85000610351562,27436200.0,175.85000610351562
2019-03-05,176.0,174.5399932861328,175.94000244140625,175.52999877929688,19737400.0,175.52999877929688
2019-03-06,175.49000549316406,173.94000244140625,174.6699981689453,174.52000427246094,20810400.0,174.52000427246094
2019-03-07,174.44000244140625,172.02000427246094,173.8699951171875,172.5,24796400.0,172.5
2019-03-08,173.07000732421875,169.5,170.32000732421875,172.91000366210938,23999400.0,172.91000366210938
2019-03-11,179.1199951171875,175.35000610351562,175.49000549316406,178.89999389648438,32011000.0,178.89999389648438
2019-03-12,182.6699981689453,179.3699951171875,180.0,180.91000366210938,32467600.0,180.91000366210938
2019-03-13,183.3000030517578,180.9199981689453,182.25,181.7100067138672,31032500.0,181.7100067138672
2019-03-14,184.10000610351562,182.55999755859375,183.89999389648438,183.72999572753906,23579500.0,183.72999572753906
2019-03-15,187.3300018310547,183.74000549316406,184.85000610351562,186.1199951171875,39042900.0,186.1199951171875
2019-03-18,188.38999938964844,185.7899932861328,185.8000030517578,188.02000427246094,26219800.0,188.02000427246094
2019-03-19,188.99000549316406,185.9199981689453,188.35000610351562,186.52999877929688,31646400.0,186.52999877929688
2019-03-20,189.49000549316406,184.72999572753906,186.22999572753906,188.16000366210938,31035200.0,188.16000366210938
2019-03-21,196.3300018310547,189.80999755859375,190.02000427246094,195.08999633789062,51034200.0,195.08999633789062
2019-03-22,197.69000244140625,190.77999877929688,195.33999633789062,191.0500030517578,42407700.0,191.0500030517578
2019-03-25,191.97999572753906,186.60000610351562,191.50999450683594,188.74000549316406,43845300.0,188.74000549316406
2019-03-26,192.8800048828125,184.5800018310547,191.66000366210938,186.7899932861328,49719500.0,186.7899932861328
2019-03-27,189.75010681152344,186.5500030517578,188.75,188.47000122070312,29566518.0,188.47000122070312
